            E71             Gibibit por metro cúbico           Unidad de información igual a 2³⁰ bits (d                                                                                    1/1/2017                                                                                   Gibit/m³                 
            E72             Kibibit por metro                  Unidad de información igual a 2¹⁰ bits (d                                                                                    1/1/2017                                                                                    Kibit/m                 
            E73             Kibibit por metro cuadrado         Unidad de información igual a 2¹⁰ bits (d                                                                                    1/1/2017                                                                                   Kibit/m²                 
            E74             Kikibit por metro cúbico.           Unidad de información igual a 2¹⁰ bits (                                                                                    1/1/2017                                                                                   Kibit/m³                 
            E75             Mebbit por metro.                   Unidad de información igual a 2²⁰ bits (                                                                                    1/1/2017                                                                                    Mibit/m                 
            E76             Mebbitt por metro cuadrado.         Unidad de información igual a 2²⁰ bits (                                                                                    1/1/2017                                                                                   Mibit/m²                 
            E77             Mebbit por metro cúbico.            Unidad de información igual a 2²⁰ bits (                                                                                    1/1/2017                                                                                   Mibit/m³                 
            E78             Petabit                             Unidad de información igual a 10¹⁵ los b                                                                                    1/1/2017                                                                                     Pbit                   
            E79             Pebibit por segundo.                Unidad de información igual a 10¹⁵ bits                                                                                     1/1/2017                                                                                    Pbit/s                  
            E80             Pebibit por metro.                 Unidad de información igual a 2⁵⁰ bits (d                                                                                    1/1/2017                                                                                    Pibit/m                 
            E81             Pebibit por metro cuadrado.         Unidad de información igual a 2⁵⁰ bits (                                                                                    1/1/2017                                                                                   Pibit/m²                 
            E82             Pebibit por metro cúbico.           Unidad de información igual a 2⁵⁰ bits (                                                                                    1/1/2017                                                                                   Pibit/m³                 
            E83             Tebibit.                            Unidad de información igual a 10¹² los b                                                                                    1/1/2017                                                                                     Tbit                   
            E84             Tebibit por segundo                 Unidad de información igual a 10¹² bits                                                                                     1/1/2017                                                                                    Tbit/s                  
            E85             Tebibit por metro.                  Unidad de información igual a 2⁴⁰ bits (                                                                                    1/1/2017                                                                                    Tibit/m                 
            E86             Tebibit por metro cúbico.           Unidad de información igual a 2⁴⁰ bits (                                                                                    1/1/2017                                                                                   Tibit/m³                 
            E87             Tebibit por metro cuadrado          Unidad de información igual a 2⁴⁰ bits (                                                                                    1/1/2017                                                                                   Tibit/m²                 
            E88             Bit por metro                      Unidad de información igual a 1 bit (dígi                                                                                    1/1/2017                                                                                     bit/m                  
            E89             Bit por metro cuadrado              Unidad de información igual a 1 bit (díg                                                                                    1/1/2017                                                                                    bit/m²                  
            E90             Centímetro recíproco                                                                                                                                            1/1/2017                                                                                     cm⁻¹                   
            E91             Día recíproco                                                                                                                                                   1/1/2017                                                                                      d⁻¹                   
            E92             Decímetro cúbico por hora                                                                                                                                       1/1/2017                                                                                     dm³/h                  
            E93             Kilogramo por hora                                                                                                                                              1/1/2017                                                                                     kg/h                   
            E94             KiloMol por segundo                                                                                                                                             1/1/2017                                                                                    kmol/s                  
            E95             Mol por segundo                                                                                                                                                 1/1/2017                                                                                     mol/s                  
            E96             Grado por segundo                                                                                                                                               1/1/2017                                                                                      °/s                   
            E97             Mililitro por gadro celsius metro                                                                                                                               1/1/2017                                                                                   mm/(°C·m)                
            E98             Grado celsius por kelvin                                                                                                                                        1/1/2017                                                                                     °C/K                   
            E99             Hectopascal por bar                                                                                                                                             1/1/2017                                                                                    hPa/bar                 
             EA             Elemento                           Unidad de conteo que define el número de                                                                                     1/1/2017                                                                   
             EB             Casilla de correo electrónico      Es el destino al que correo electrónico s                                                                                    1/1/2017                                                                   
             EP             Paquete de once                                                             Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
             EQ             Galón equivalente                  Unidad de volumen que define el número de                                                                                    1/1/2017                                                                   
            F01             Bit por metro cúbico               Unidad de información igual a 1 bit (dígi                                                                                    1/1/2017                                                                                    bit/m³                  
            F02             Kelvin por kelvin                                                                                                                                               1/1/2017                                                                                      K/K                   
            F03             Kilopascal por bar                                                                                                                                              1/1/2017                                                                                    kPa/bar                 
            F04             Milibar por bar                                                                                                                                                 1/1/2017                                                                                   mbar/bar                 
            F05             Megapascal por bar                                                                                                                                              1/1/2017                                                                                    MPa/bar                 
            F06             Poise por bar                                                                                                                                                   1/1/2017                                                                                     P/bar                  
            F07             Pascal por bar                                                                                                                                                  1/1/2017                                                                                    Pa/bar                  
            F08             Miliamperio por pulgada                                                                                                                                         1/1/2017                                                                                     mA/in                  
             F1             Mil pies cúbicos por día                                                    Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
            F10             Kelvin por hora                                                                                                                                                 1/1/2017                                                                                      K/h                   
            F11             Kelvin por minuto                                                                                                                                               1/1/2017                                                                                     K/min                  
            F12             Kelvin por segundo                                                                                                                                              1/1/2017                                                                                      K/s                   
            F13             Slug                               Una unidad de masa. Un slug es la masa ac                                                                                    1/1/2017                                                                                     slug                   
            F14             Gramo por kelvin                                                                                                                                                1/1/2017                                                                                      g/K                   
            F15             Kilogramo por kelvin                                                                                                                                            1/1/2017                                                                                     kg/K                   
            F16             Miligramo por kelvin                                                                                                                                            1/1/2017                                                                                     mg/K                   
            F17             Libra fuerza por pie                                                                                                                                            1/1/2017                                                                                    lbf/ft                  
            F18             Kilogramo centímetro cuadrado                                                                                                                                   1/1/2017                                                                                    kg·cm²                  
            F19             Kilogramo milimetro cuadrado                                                                                                                                    1/1/2017                                                                                    kg·mm²                  
            F20             Libra pulgada cuadrada                                                                                                                                          1/1/2017                                                                                    lb·in²                  
            F21             Libra fuerza pulgada                                                                                                                                            1/1/2017                                                                                    lbf·in                  
            F22             Libra fuerza por pie entre amperio                                                                                                                              1/1/2017                                                                                   lbf·ft/A                 
            F23             Gramo por decímetro cúbico                                                                                                                                      1/1/2017                                                                                     g/dm³                  
            F24             Kilogramo por kiloMol                                                                                                                                           1/1/2017                                                                                    kg/kmol                 
            F25             Gramo por hertz                                                                                                                                                 1/1/2017                                                                                     g/Hz                   
            F26             Gramo por día                                                                                                                                                   1/1/2017                                                                                      g/d                   
            F27             Gramo por hora                                                                                                                                                  1/1/2017                                                                                      g/h                   
            F28             Gramo por minuto                                                                                                                                                1/1/2017                                                                                     g/min                  
            F29             Gramo por segundo                                                                                                                                               1/1/2017                                                                                      g/s                   
            F30             Kilogramo por día                                                                                                                                               1/1/2017                                                                                     kg/d                   
            F31             Kilogramo por minuto                                                                                                                                            1/1/2017                                                                                    kg/min                  
            F32             Miligramo por dia                                                                                                                                               1/1/2017                                                                                     mg/d                   
            F33             Miligramo por minuto                                                                                                                                            1/1/2017                                                                                    mg/min                  
            F34             Miligramo por segundo                                                                                                                                           1/1/2017                                                                                     mg/s                   
            F35             Gramo por día kelvin                                                                                                                                            1/1/2017                                                                                    g/(d·K)                 
            F36             Gramo por hora kelvin                                                                                                                                           1/1/2017                                                                                    g/(h·K)                 
            F37             Gramo por minuto kelvin                                                                                                                                         1/1/2017                                                                                   g/(min·K)                
            F38             Gramo por segundo kelvin                                                                                                                                        1/1/2017                                                                                    g/(s·K)                 
            F39             Kilogramo por día kelvin                                                                                                                                        1/1/2017                                                                                   kg/(d·K)                 
            F40             Kilogramo por hora kelvin                                                                                                                                       1/1/2017                                                                                   kg/(h·K)                 
            F41             Kilogramo por minuto kelvin                                                                                                                                     1/1/2017                                                                                  kg/(min·K)                
            F42             Kilogramo por segundo kelvin                                                                                                                                    1/1/2017                                                                                   kg/(s·K)                 
            F43             Miligramo por día kelvin                                                                                                                                        1/1/2017                                                                                   mg/(d·K)                 
            F44             Miligramo por hora kelvin                                                                                                                                       1/1/2017                                                                                   mg/(h·K)                 
            F45             Miligramo por minuto kelvin                                                                                                                                     1/1/2017                                                                                  mg/(min·K)                
            F46             Miligramo por segundo kelvin                                                                                                                                    1/1/2017                                                                                   mg/(s·K)                 
            F47             Newton por milímetro                                                                                                                                            1/1/2017                                                                                     N/mm                   
            F48             Libra fuerza por pulgada                                                                                                                                        1/1/2017                                                                                    lbf/in                  
            F49             Rod (Unidad de distancia)          Unidad de distancia equivalente a 5.5 yar                                                                                    1/1/2017                                                                                    rd (US)                 
            F50             Micrómetro por kelvin                                                                                                                                           1/1/2017                                                                                     µm/K                   
            F51             Centímetro por kelvin                                                                                                                                           1/1/2017                                                                                     cm/K                   
            F52             Metro por kelvin                                                                                                                                                1/1/2017                                                                                      m/K                   
            F53             Mililitro por kelvin                                                                                                                                            1/1/2017                                                                                     mm/K                   
            F54             MiliOhm por metro                                                                                                                                               1/1/2017                                                                                     mΩ/m                   
            F55             Ohm por milla (milla estatal)                                                                                                                                   1/1/2017                                                                                     Ω/mi                   
            F56             Ohm por kilómetro                                                                                                                                               1/1/2017                                                                                     Ω/km                   
            F57             Miliamperio por libra-fuerza por pu                                                                                                                             1/1/2017                                                                                 mA/(lbf/in²)               
            F58             Bar recíproco                                                                                                                                                   1/1/2017                                                                                     1/bar                  
            F59             Miliamperio por bar                                                                                                                                             1/1/2017                                                                                    mA/bar                  
            F60             Grado celsius por bar                                                                                                                                           1/1/2017                                                                                    °C/bar                  
            F61             Kelvin por bar                                                                                                                                                  1/1/2017                                                                                     K/bar                  
            F62             Gramo por día bar                                                                                                                                               1/1/2017                                                                                   g/(d·bar)                
            F63             Gramo por hora bar                                                                                                                                              1/1/2017                                                                                   g/(h·bar)                
            F64             Gramo por minuto bar                                                                                                                                            1/1/2017                                                                                  g/(min·bar)               
            F65             Gramo por segundo bar                                                                                                                                           1/1/2017                                                                                   g/(s·bar)                
            F66             Kililogramo por día bar                                                                                                                                         1/1/2017                                                                                  kg/(d·bar)                
            F67             Kilogramo por hora bar                                                                                                                                          1/1/2017                                                                                  kg/(h·bar)                
            F68             Kilogramo por minuto bar                                                                                                                                        1/1/2017                                                                                 kg/(min·bar)               
            F69             Kilogramo por segundo bar                                                                                                                                       1/1/2017                                                                                  kg/(s·bar)                
            F70             Miligramo por día bar                                                                                                                                           1/1/2017                                                                                  mg/(d·bar)                
            F71             Miligramo por hora bar                                                                                                                                          1/1/2017                                                                                  mg/(h·bar)                
            F72             Miligramo por minuto bar                                                                                                                                        1/1/2017                                                                                 mg/(min·bar)               
            F73             Miligramo por segundo bar                                                                                                                                       1/1/2017                                                                                  mg/(s·bar)                
            F74             Gramo por bar                                                                                                                                                   1/1/2017                                                                                     g/bar                  
            F75             Miligramo por bar                                                                                                                                               1/1/2017                                                                                    mg/bar                  
            F76             Miliamperio por milímetro                                                                                                                                       1/1/2017                                                                                     mA/mm                  
            F77             Pascal segundo por kelvin                                                                                                                                       1/1/2017                                                                                    Pa.s/K                  
            F78             Pulgada de agua                                                                                                                                                 1/1/2017                                                                                     inH₂O                  
            F79             Pulgada de mercurio                                                                                                                                             1/1/2017                                                                                     inHg                   
            F80             Caballos de fuerza de agua         Define la cantidad de potencia requerida                                                                                     1/1/2017                                                                   
            F81             Bar por kelvin                                                                                                                                                  1/1/2017                                                                                     bar/K                  
            F82             Hectopascal por kelvin                                                                                                                                          1/1/2017                                                                                     hPa/K                  
            F83             Kilopascal por kelvin                                                                                                                                           1/1/2017                                                                                     kPa/K                  
            F84             Milibar por kelvin                                                                                                                                              1/1/2017                                                                                    mbar/K                  
            F85             Megapascal por kelvin                                                                                                                                           1/1/2017                                                                                     MPa/K                  
            F86             Poise por kelvin                                                                                                                                                1/1/2017                                                                                      P/K                   
            F87             Voltio por litro minuto                                                                                                                                         1/1/2017                                                                                   V/(l·min)                
            F88             Newton centímetro                                                                                                                                               1/1/2017                                                                                     N·cm                   
            F89             Newton metro por grados                                                                                                                                         1/1/2017                                                                                     Nm/°                   
             F9             Fibra por centímetro cúbico de aire                                         Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
            F90             Newton metro por amperio                                                                                                                                        1/1/2017                                                                                     N·m/A                  
            F91             Bar litro por segundo                                                                                                                                           1/1/2017                                                                                    bar·l/s                 
            F92             Bar metro cúbico por segundo                                                                                                                                    1/1/2017                                                                                   bar·m³/s                 
            F93             Hectopascal litro por segundo                                                                                                                                   1/1/2017                                                                                    hPa·l/s                 
            F94             Hectopascal metro cúbico por segund                                                                                                                             1/1/2017                                                                                   hPa·m³/s                 
            F95             Milibar litro por segundo                                                                                                                                       1/1/2017                                                                                   mbar·l/s                 
            F96             Milibar metro cúbico por segundo                                                                                                                                1/1/2017                                                                                   mbar·m³/s                
            F97             Megapascal litro por segundo                                                                                                                                    1/1/2017                                                                                    MPa·l/s                 
            F98             Megapascal metro cúbico por segundo                                                                                                                             1/1/2017                                                                                   MPa·m³/s                 
            F99             Pascal litro por segundo                                                                                                                                        1/1/2017                                                                                    Pa·l/s                  
            FAH             Grado fahrenheit                   Consulte ISO 80000-5 (Cantidades y unidad                                                                                    1/1/2017                                                                                      °F                    
            FAR             Farad                              Es la capacidad de un condensador eléctri                                                                                    1/1/2017                                                                                       F                    
             FB             campo                                                                       Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
            FBM             Medidor de fibra                   Unidad de longitud que define el número d                                                                                    1/1/2017                                                                   
             FC             Mil pies cúbicos                   Unidad de volumen igual a mil pies cúbico                                                                                    1/1/2017                                                                                     kft³                   
             FD             Millones de partículas por pie cúbi                                         Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
             FE             Pie de pista                                                                Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
             FF             Cien metros cúbicos                Unidad de volumen igual a cien metros cúb                                                                                    1/1/2017                                                                   
             FG             Parche transdérmico                                                         Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
             FH             MicroMol                                                                                                                                                        1/1/2017                                                                                     µmol                   
            FIT             Fallas en el tiempo                Unidad de conteo que define el número de                                                                                     1/1/2017                                                                                      FIT                   
             FL             Flake ton                          Unidad de masa que define el número de to                                                                                    1/1/2017                                                                   
             FM             Millones de pies cúbicos                                                    Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                                    Mft³                   
            FOT             Pie                                Unidad de medida empleada por aeronautas,                                                                                    1/1/2017                                                                                      ft                    
             FP             Libra por pie cuadrado                                                                                                                                          1/1/2017                                                                                    lb/ft²                  
             FR             Pie por minuto                                                                                                                                                  1/1/2017                                                                                    ft/min                  
